Station No.,Buoyancy Force [N],Self Weight
1,-14.85724273636732,2.2989314311146876
2,0.8465036311932431,9.790977299620264
3,18.25751717570269,15.141109465835536
4,37.383675745537744,17.661293189808948
5,56.3749838602,18.33504551096393
6,74.41574966521983,18.22181165194977
7,91.16897769162644,17.805881343804817
8,106.58475722099779,17.651283885600158
9,120.75523333508318,18.120158729165222
10,133.79780475206232,18.728868203788675
11,145.80765112759255,19.081136271452376
12,156.85989316375318,19.262705968157135
13,167.01654319517542,19.506098604564997
14,176.32868929561624,19.82563776449748
15,184.83966922679917,20.05648071592671
16,192.58342087331363,20.224531305769894
17,199.58258763855127,20.34679189041399
18,205.85641706513792,20.436248220857298
19,211.4265474724401,20.504643329754014
20,216.31107294676008,20.557497385157475
21,220.52807330239685,20.59836460800693
22,224.09874536086258,20.630838316406575
23,227.04494808844169,20.655087373591773
24,229.39236160416857,20.673277175033007
25,231.1717863147269,20.68788703588251
26,232.41725362002956,20.69763052555941
27,233.17356349026525,20.703835464963223
28,235.9922080856822,20.91245293494833
29,231.02158857492591,20.501973661902674
30,233.17356349026525,20.703835464963223
31,232.41725362002956,20.69763052555941
32,231.1717863147269,20.68788703588251
33,229.39236160416857,20.673277175033007
34,227.04494808844169,20.655087373591773
35,224.09874536086258,20.630838316406575
36,220.52807330239622,20.598364608006857
37,216.31107294676065,20.557497385157475
38,211.4265474724401,20.504643329754014
39,205.85641706513792,20.436248220857298
40,199.58258763855127,20.34679189041399
41,192.58342087331414,20.22453130576993
42,184.83966922679875,20.056480715926657
43,176.3286892956158,19.82563776449746
44,167.01654319517502,19.506098604564947
45,156.85989316375472,19.262705968157313
46,145.8076511275913,19.08113627145223
47,133.79780475206334,18.728868203788785
48,120.75523333508299,18.12015872916519
49,106.58475722099749,17.651283885600087
50,91.16897769162618,17.80588134380478
51,74.41574966521975,18.22181165194977
52,56.37498386020054,18.335045510964086
53,37.3836757455373,17.661293189808802
54,18.25751717570296,15.141109465835658
55,0.8465036311932126,9.790977299620245
56,-14.857242736367324,2.298931431114683
