Station No.,Buoyancy Force [N],Self Weight
1,21.04573541861642,0.7465595011501401
2,30.946687253735323,4.197694801337438
3,42.46729062921802,8.169816836950773
4,53.09404081062765,11.571134814586507
5,62.04152561796761,14.554480022947464
6,69.79609572153413,17.211659625253166
7,76.69730434346395,19.60821486887583
8,82.91592347297129,21.77949732380411
9,88.53439141042061,23.745053752523948
10,93.59899347664502,25.517959081556757
11,98.1432664424432,27.109014684459883
12,102.19673546190998,28.528299374163026
13,105.78779653247688,29.785692642923692
14,108.94454887792948,30.891015346874276
15,111.69503053287606,31.85408588581082
16,114.06726293828156,32.68471553223624
17,116.08926238510742,33.39270960069585
18,117.78905125910094,33.98788401882818
19,119.194644127119,34.48004716150449
20,120.33406329169262,34.87901203119228
21,121.23532350409471,35.194583445721946
22,121.92644615420897,35.436577324823716
23,122.43544958974488,35.61480427084584
24,122.79034937190842,35.73906956345421
25,123.01916804239815,35.8191894613856
26,123.14991994141295,35.864971846594266
27,123.21062750405798,35.88622997912514
28,123.22930547361543,35.89276855050521
29,123.22930547361543,35.89276855050521
30,123.21062750405798,35.88622997912514
31,123.14991994141295,35.864971846594266
32,123.01916804239815,35.8191894613856
33,122.79034937190842,35.73906956345421
34,122.43544958974488,35.61480427084584
35,121.92644615420897,35.436577324823716
36,121.23532350409471,35.19458344572235
37,120.33406329169284,34.879012031192325
38,119.19464412711878,34.480047161504054
39,117.78905125910094,33.98788401882818
40,116.08926238510718,33.39270960069551
41,114.06726293828137,32.68471553223545
42,111.69503053287647,31.85408588581183
43,108.94454887792986,30.8910153468753
44,105.7877965324767,29.78569264292366
45,102.19673546190948,28.528299374160813
46,98.14326644244389,27.109014684462135
47,93.59899347664454,25.517959081555095
48,88.53439141042053,23.745053752523912
49,82.9159234729715,21.779497323804733
50,76.69730434346415,19.608214868876367
51,69.79609572153407,17.211659625253166
52,62.041525617967395,14.55448002294653
53,53.09404081062786,11.57113481458735
54,42.467290629217906,8.169816836950263
55,29.59758145790487,4.19769480133742
56,21.04573541861642,0.7465595011501606
