Length,Shear
335,-12.828982636407082
336,-12.828982636407082
337,-12.828982636407082
338,-12.828982636407082
339,-12.828982636407082
340,-12.828982636407082
341,-12.828982636407082
342,-12.828982636407082
343,-12.828982636407082
344,-12.828982636407082
345,-12.828982636407082
346,-12.828982636407082
347,-12.828982636407082
348,-12.828982636407082
349,-12.828982636407082
350,-12.828982636407082
351,-12.828982636407082
352,-12.828982636407082
353,-12.828982636407082
354,-12.828982636407082
355,-12.828982636407082
356,-12.828982636407082
357,-12.828982636407082
358,-12.828982636407082
359,-12.828982636407082
360,-24.14857104198084
361,-24.14857104198084
362,-24.14857104198084
363,-24.14857104198084
364,-24.14857104198084
365,-24.14857104198084
366,-24.14857104198084
367,-24.14857104198084
368,-24.14857104198084
369,-24.14857104198084
370,-24.14857104198084
371,-24.14857104198084
372,-24.14857104198084
373,-24.14857104198084
374,-24.14857104198084
375,-24.14857104198084
376,-24.14857104198084
377,-24.14857104198084
378,-24.14857104198084
379,-24.14857104198084
380,-24.14857104198084
381,-24.14857104198084
382,-24.14857104198084
383,-24.14857104198084
384,-24.14857104198084
385,-24.14857104198084
386,-24.14857104198084
387,-24.14857104198084
388,-24.14857104198084
389,-24.14857104198084
390,-24.14857104198084
391,-24.14857104198084
392,-24.14857104198084
393,-24.14857104198084
394,-24.14857104198084
395,-24.14857104198084
396,-24.14857104198084
397,-24.14857104198084
398,-24.14857104198084
399,-24.14857104198084
400,-24.14857104198084
401,-24.14857104198084
402,-24.14857104198084
403,-24.14857104198084
404,-24.14857104198084
405,-24.14857104198084
406,-24.14857104198084
407,-24.14857104198084
408,-24.14857104198084
409,-24.14857104198084
410,-24.14857104198084
411,-24.14857104198084
412,-24.14857104198084
413,-24.14857104198084
414,-24.14857104198084
415,-24.14857104198084
416,-24.14857104198084
417,-24.14857104198084
418,-24.14857104198084
419,-24.14857104198084
420,-24.14857104198084
421,-24.14857104198084
422,-24.14857104198084
423,-24.14857104198084
424,-24.14857104198084
425,-24.14857104198084
426,-24.14857104198084
427,-24.14857104198084
428,-24.14857104198084
429,-24.14857104198084
430,-24.14857104198084
431,-24.14857104198084
432,-24.14857104198084
433,-24.14857104198084
434,-24.14857104198084
435,-24.14857104198084
436,-24.14857104198084
437,-24.14857104198084
438,-24.14857104198084
439,-24.14857104198084
440,-24.14857104198084
441,-24.14857104198084
442,-24.14857104198084
443,-24.14857104198084
444,-24.14857104198084
445,-24.14857104198084
446,-24.14857104198084
447,-24.14857104198084
448,-24.14857104198084
449,-24.14857104198084
450,-24.14857104198084
451,-24.14857104198084
452,-24.14857104198084
453,-24.14857104198084
454,-24.14857104198084
455,-24.14857104198084
456,-24.14857104198084
457,-24.14857104198084
458,-24.14857104198084
459,-24.14857104198084
460,-24.14857104198084
461,-24.14857104198084
462,-24.14857104198084
463,-38.38664932529901
464,-38.38664932529901
465,-38.38664932529901
466,-38.38664932529901
467,-38.38664932529901
468,-38.38664932529901
469,-38.38664932529901
470,-38.38664932529901
471,-38.38664932529901
472,-38.38664932529901
473,-38.38664932529901
474,-38.38664932529901
475,-38.38664932529901
476,-38.38664932529901
477,-38.38664932529901
478,-38.38664932529901
479,-38.38664932529901
480,-38.38664932529901
481,-38.38664932529901
482,-38.38664932529901
483,-38.38664932529901
484,-38.38664932529901
485,-38.38664932529901
486,-38.38664932529901
487,-38.38664932529901
488,-38.38664932529901
489,-38.38664932529901
490,-38.38664932529901
491,-38.38664932529901
492,-38.38664932529901
493,-38.38664932529901
494,-38.38664932529901
495,-38.38664932529901
496,-38.38664932529901
497,-38.38664932529901
498,-38.38664932529901
499,-38.38664932529901
500,-38.38664932529901
501,-38.38664932529901
502,-38.38664932529901
503,-38.38664932529901
504,-38.38664932529901
505,-38.38664932529901
506,-38.38664932529901
507,-38.38664932529901
508,-38.38664932529901
509,-38.38664932529901
510,-38.38664932529901
511,-38.38664932529901
512,-38.38664932529901
513,-38.38664932529901
514,-38.38664932529901
515,-38.38664932529901
516,-38.38664932529901
517,-38.38664932529901
518,-38.38664932529901
519,-38.38664932529901
520,-38.38664932529901
521,-38.38664932529901
522,-38.38664932529901
523,-38.38664932529901
524,-38.38664932529901
525,-38.38664932529901
526,-38.38664932529901
527,-38.38664932529901
528,-38.38664932529901
529,-38.38664932529901
530,-38.38664932529901
531,-38.38664932529901
532,-38.38664932529901
533,-38.38664932529901
534,-38.38664932529901
535,-38.38664932529901
536,-38.38664932529901
537,-38.38664932529901
538,-38.38664932529901
539,-38.38664932529901
540,-38.38664932529901
541,-38.38664932529901
542,-38.38664932529901
543,-38.38664932529901
544,-38.38664932529901
545,-38.38664932529901
546,-38.38664932529901
547,-38.38664932529901
548,-38.38664932529901
549,-38.38664932529901
550,-38.38664932529901
551,-38.38664932529901
552,-38.38664932529901
553,-38.38664932529901
554,-38.38664932529901
555,-38.38664932529901
556,-38.38664932529901
557,-38.38664932529901
558,-38.38664932529901
559,-38.38664932529901
560,-38.38664932529901
561,-38.38664932529901
562,-38.38664932529901
563,-38.38664932529901
564,-38.38664932529901
565,-55.22414243695972
566,-55.22414243695972
567,-55.22414243695972
568,-55.22414243695972
569,-55.22414243695972
570,-55.22414243695972
571,-55.22414243695972
572,-55.22414243695972
573,-55.22414243695972
574,-55.22414243695972
575,-55.22414243695972
576,-55.22414243695972
577,-55.22414243695972
578,-55.22414243695972
579,-55.22414243695972
580,-55.22414243695972
581,-55.22414243695972
582,-55.22414243695972
583,-55.22414243695972
584,-55.22414243695972
585,-55.22414243695972
586,-55.22414243695972
587,-55.22414243695972
588,-55.22414243695972
589,-55.22414243695972
590,-55.22414243695972
591,-55.22414243695972
592,-55.22414243695972
593,-55.22414243695972
594,-55.22414243695972
595,-55.22414243695972
596,-55.22414243695972
597,-55.22414243695972
598,-55.22414243695972
599,-55.22414243695972
600,-55.22414243695972
601,-55.22414243695972
602,-55.22414243695972
603,-55.22414243695972
604,-55.22414243695972
605,-55.22414243695972
606,-55.22414243695972
607,-55.22414243695972
608,-55.22414243695972
609,-55.22414243695972
610,-55.22414243695972
611,-55.22414243695972
612,-55.22414243695972
613,-55.22414243695972
614,-55.22414243695972
615,-55.22414243695972
616,-55.22414243695972
617,-55.22414243695972
618,-55.22414243695972
619,-55.22414243695972
620,-55.22414243695972
621,-55.22414243695972
622,-55.22414243695972
623,-55.22414243695972
624,-55.22414243695972
625,-55.22414243695972
626,-55.22414243695972
627,-55.22414243695972
628,-55.22414243695972
629,-55.22414243695972
630,-55.22414243695972
631,-55.22414243695972
632,-55.22414243695972
633,-55.22414243695972
634,-55.22414243695972
635,-55.22414243695972
636,-55.22414243695972
637,-55.22414243695972
638,-55.22414243695972
639,-55.22414243695972
640,-55.22414243695972
641,-55.22414243695972
642,-55.22414243695972
643,-55.22414243695972
644,-55.22414243695972
645,-55.22414243695972
646,-55.22414243695972
647,-55.22414243695972
648,-55.22414243695972
649,-55.22414243695972
650,-55.22414243695972
651,-55.22414243695972
652,-55.22414243695972
653,-55.22414243695972
654,-55.22414243695972
655,-55.22414243695972
656,-55.22414243695972
657,-55.22414243695972
658,-55.22414243695972
659,-55.22414243695972
660,-55.22414243695972
661,-55.22414243695972
662,-55.22414243695972
663,-55.22414243695972
664,-55.22414243695972
665,-55.22414243695972
666,-55.22414243695972
667,-55.22414243695972
668,-74.4060917652078
669,-74.4060917652078
670,-74.4060917652078
671,-74.4060917652078
672,-74.4060917652078
673,-74.4060917652078
674,-74.4060917652078
675,-74.4060917652078
676,-74.4060917652078
677,-74.4060917652078
678,-74.4060917652078
679,-74.4060917652078
680,-74.4060917652078
681,-74.4060917652078
682,-74.4060917652078
683,-74.4060917652078
684,-74.4060917652078
685,-74.4060917652078
686,-74.4060917652078
687,-74.4060917652078
688,-74.4060917652078
689,-74.4060917652078
690,-74.4060917652078
691,-74.4060917652078
692,-74.4060917652078
693,-74.4060917652078
694,-74.4060917652078
695,-74.4060917652078
696,-74.4060917652078
697,-74.4060917652078
698,-74.4060917652078
699,-74.4060917652078
700,-74.4060917652078
701,-74.4060917652078
702,-74.4060917652078
703,-74.4060917652078
704,-74.4060917652078
705,-74.4060917652078
706,-74.4060917652078
707,-74.4060917652078
708,-74.4060917652078
709,-74.4060917652078
710,-74.4060917652078
711,-74.4060917652078
712,-74.4060917652078
713,-74.4060917652078
714,-74.4060917652078
715,-74.4060917652078
716,-74.4060917652078
717,-74.4060917652078
718,-74.4060917652078
719,-74.4060917652078
720,-74.4060917652078
721,-74.4060917652078
722,-74.4060917652078
723,-74.4060917652078
724,-74.4060917652078
725,-74.4060917652078
726,-74.4060917652078
727,-74.4060917652078
728,-74.4060917652078
729,-74.4060917652078
730,-74.4060917652078
731,-74.4060917652078
732,-74.4060917652078
733,-74.4060917652078
734,-74.4060917652078
735,-74.4060917652078
736,-74.4060917652078
737,-74.4060917652078
738,-74.4060917652078
739,-74.4060917652078
740,-74.4060917652078
741,-74.4060917652078
742,-74.4060917652078
743,-74.4060917652078
744,-74.4060917652078
745,-74.4060917652078
746,-74.4060917652078
747,-74.4060917652078
748,-74.4060917652078
749,-74.4060917652078
750,-74.4060917652078
751,-74.4060917652078
752,-74.4060917652078
753,-74.4060917652078
754,-74.4060917652078
755,-74.4060917652078
756,-74.4060917652078
757,-74.4060917652078
758,-74.4060917652078
759,-74.4060917652078
760,-74.4060917652078
761,-74.4060917652078
762,-74.4060917652078
763,-74.4060917652078
764,-74.4060917652078
765,-74.4060917652078
766,-74.4060917652078
767,-74.4060917652078
768,-74.4060917652078
769,-74.4060917652078
770,-74.4060917652078
771,-95.71212175588573
772,-95.71212175588573
773,-95.71212175588573
774,-95.71212175588573
775,-95.71212175588573
776,-95.71212175588573
777,-95.71212175588573
778,-95.71212175588573
779,-95.71212175588573
780,-95.71212175588573
781,-95.71212175588573
782,-95.71212175588573
783,-95.71212175588573
784,-95.71212175588573
785,-95.71212175588573
786,-95.71212175588573
787,-95.71212175588573
788,-95.71212175588573
789,-95.71212175588573
790,-95.71212175588573
791,-95.71212175588573
792,-95.71212175588573
793,-95.71212175588573
794,-95.71212175588573
795,-95.71212175588573
796,-95.71212175588573
797,-95.71212175588573
798,-95.71212175588573
799,-95.71212175588573
800,-95.71212175588573
801,-95.71212175588573
802,-95.71212175588573
803,-95.71212175588573
804,-95.71212175588573
805,-95.71212175588573
806,-95.71212175588573
807,-95.71212175588573
808,-95.71212175588573
809,-95.71212175588573
810,-95.71212175588573
811,-95.71212175588573
812,-95.71212175588573
813,-95.71212175588573
814,-95.71212175588573
815,-95.71212175588573
816,-95.71212175588573
817,-95.71212175588573
818,-95.71212175588573
819,-95.71212175588573
820,-95.71212175588573
821,-95.71212175588573
822,-95.71212175588573
823,-95.71212175588573
824,-95.71212175588573
825,-95.71212175588573
826,-95.71212175588573
827,-95.71212175588573
828,-95.71212175588573
829,-95.71212175588573
830,-95.71212175588573
831,-95.71212175588573
832,-95.71212175588573
833,-95.71212175588573
834,-95.71212175588573
835,-95.71212175588573
836,-95.71212175588573
837,-95.71212175588573
838,-95.71212175588573
839,-95.71212175588573
840,-95.71212175588573
841,-95.71212175588573
842,-95.71212175588573
843,-95.71212175588573
844,-95.71212175588573
845,-95.71212175588573
846,-95.71212175588573
847,-95.71212175588573
848,-95.71212175588573
849,-95.71212175588573
850,-95.71212175588573
851,-95.71212175588573
852,-95.71212175588573
853,-95.71212175588573
854,-95.71212175588573
855,-95.71212175588573
856,-95.71212175588573
857,-95.71212175588573
858,-95.71212175588573
859,-95.71212175588573
860,-95.71212175588573
861,-95.71212175588573
862,-95.71212175588573
863,-95.71212175588573
864,-95.71212175588573
865,-95.71212175588573
866,-95.71212175588573
867,-95.71212175588573
868,-95.71212175588573
869,-95.71212175588573
870,-95.71212175588573
871,-95.71212175588573
872,-95.71212175588573
873,-118.94097868770264
874,-118.94097868770264
875,-118.94097868770264
876,-118.94097868770264
877,-118.94097868770264
878,-118.94097868770264
879,-118.94097868770264
880,-118.94097868770264
881,-118.94097868770264
882,-118.94097868770264
883,-118.94097868770264
884,-118.94097868770264
885,-118.94097868770264
886,-118.94097868770264
887,-118.94097868770264
888,-118.94097868770264
889,-118.94097868770264
890,-118.94097868770264
891,-118.94097868770264
892,-118.94097868770264
893,-118.94097868770264
894,-118.94097868770264
895,-118.94097868770264
896,-118.94097868770264
897,-118.94097868770264
898,-118.94097868770264
899,-118.94097868770264
900,-118.94097868770264
901,-118.94097868770264
902,-118.94097868770264
903,-118.94097868770264
904,-118.94097868770264
905,-118.94097868770264
906,-118.94097868770264
907,-118.94097868770264
908,-118.94097868770264
909,-118.94097868770264
910,-118.94097868770264
911,-118.94097868770264
912,-118.94097868770264
913,-118.94097868770264
914,-118.94097868770264
915,-118.94097868770264
916,-118.94097868770264
917,-118.94097868770264
918,-118.94097868770264
919,-118.94097868770264
920,-118.94097868770264
921,-118.94097868770264
922,-118.94097868770264
923,-118.94097868770264
924,-118.94097868770264
925,-118.94097868770264
926,-118.94097868770264
927,-118.94097868770264
928,-118.94097868770264
929,-118.94097868770264
930,-118.94097868770264
931,-118.94097868770264
932,-118.94097868770264
933,-118.94097868770264
934,-118.94097868770264
935,-118.94097868770264
936,-118.94097868770264
937,-118.94097868770264
938,-118.94097868770264
939,-118.94097868770264
940,-118.94097868770264
941,-118.94097868770264
942,-118.94097868770264
943,-118.94097868770264
944,-118.94097868770264
945,-118.94097868770264
946,-118.94097868770264
947,-118.94097868770264
948,-118.94097868770264
949,-118.94097868770264
950,-118.94097868770264
951,-118.94097868770264
952,-118.94097868770264
953,-118.94097868770264
954,-118.94097868770264
955,-118.94097868770264
956,-118.94097868770264
957,-118.94097868770264
958,-118.94097868770264
959,-118.94097868770264
960,-118.94097868770264
961,-118.94097868770264
962,-118.94097868770264
963,-118.94097868770264
964,-118.94097868770264
965,-118.94097868770264
966,-118.94097868770264
967,-118.94097868770264
968,-118.94097868770264
969,-118.94097868770264
970,-118.94097868770264
971,-118.94097868770264
972,-118.94097868770264
973,-118.94097868770264
974,-118.94097868770264
975,-118.94097868770264
976,-143.90419952835597
977,-143.90419952835597
978,-143.90419952835597
979,-143.90419952835597
980,-143.90419952835597
981,-143.90419952835597
982,-143.90419952835597
983,-143.90419952835597
984,-143.90419952835597
985,-143.90419952835597
986,-143.90419952835597
987,-143.90419952835597
988,-143.90419952835597
989,-143.90419952835597
990,-143.90419952835597
991,-143.90419952835597
992,-143.90419952835597
993,-143.90419952835597
994,-143.90419952835597
995,-143.90419952835597
996,-143.90419952835597
997,-143.90419952835597
998,-143.90419952835597
999,-143.90419952835597
1000,-143.90419952835597
1001,-143.90419952835597
1002,-143.90419952835597
1003,-143.90419952835597
1004,-143.90419952835597
1005,-143.90419952835597
1006,-143.90419952835597
1007,-143.90419952835597
1008,-143.90419952835597
1009,-143.90419952835597
1010,-143.90419952835597
1011,-143.90419952835597
1012,-143.90419952835597
1013,-143.90419952835597
1014,-143.90419952835597
1015,-143.90419952835597
1016,-143.90419952835597
1017,-143.90419952835597
1018,-143.90419952835597
1019,-143.90419952835597
1020,-143.90419952835597
1021,-143.90419952835597
1022,-143.90419952835597
1023,-143.90419952835597
1024,-143.90419952835597
1025,-143.90419952835597
1026,-143.90419952835597
1027,-143.90419952835597
1028,-143.90419952835597
1029,-143.90419952835597
1030,-143.90419952835597
1031,-143.90419952835597
1032,-143.90419952835597
1033,-143.90419952835597
1034,-143.90419952835597
1035,-143.90419952835597
1036,-143.90419952835597
1037,-143.90419952835597
1038,-143.90419952835597
1039,-143.90419952835597
1040,-143.90419952835597
1041,-143.90419952835597
1042,-143.90419952835597
1043,-143.90419952835597
1044,-143.90419952835597
1045,-143.90419952835597
1046,-143.90419952835597
1047,-143.90419952835597
1048,-143.90419952835597
1049,-143.90419952835597
1050,-143.90419952835597
1051,-143.90419952835597
1052,-143.90419952835597
1053,-143.90419952835597
1054,-143.90419952835597
1055,-143.90419952835597
1056,-143.90419952835597
1057,-143.90419952835597
1058,-143.90419952835597
1059,-143.90419952835597
1060,-143.90419952835597
1061,-143.90419952835597
1062,-143.90419952835597
1063,-143.90419952835597
1064,-143.90419952835597
1065,-143.90419952835597
1066,-143.90419952835597
1067,-143.90419952835597
1068,-143.90419952835597
1069,-143.90419952835597
1070,-143.90419952835597
1071,-143.90419952835597
1072,-143.90419952835597
1073,-143.90419952835597
1074,-143.90419952835597
1075,-143.90419952835597
1076,-143.90419952835597
1077,-143.90419952835597
1078,-143.90419952835597
1079,-170.42388780663194
1080,-170.42388780663194
1081,-170.42388780663194
1082,-170.42388780663194
1083,-170.42388780663194
1084,-170.42388780663194
1085,-170.42388780663194
1086,-170.42388780663194
1087,-170.42388780663194
1088,-170.42388780663194
1089,-170.42388780663194
1090,-170.42388780663194
1091,-170.42388780663194
1092,-170.42388780663194
1093,-170.42388780663194
1094,-170.42388780663194
1095,-170.42388780663194
1096,-170.42388780663194
1097,-170.42388780663194
1098,-170.42388780663194
1099,-170.42388780663194
1100,-170.42388780663194
1101,-170.42388780663194
1102,-170.42388780663194
1103,-170.42388780663194
1104,-170.42388780663194
1105,-170.42388780663194
1106,-170.42388780663194
1107,-170.42388780663194
1108,-170.42388780663194
1109,-170.42388780663194
1110,-170.42388780663194
1111,-170.42388780663194
1112,-170.42388780663194
1113,-170.42388780663194
1114,-170.42388780663194
1115,-170.42388780663194
1116,-170.42388780663194
1117,-170.42388780663194
1118,-170.42388780663194
1119,-170.42388780663194
1120,-170.42388780663194
1121,-170.42388780663194
1122,-170.42388780663194
1123,-170.42388780663194
1124,-170.42388780663194
1125,-170.42388780663194
1126,-170.42388780663194
1127,-170.42388780663194
1128,-170.42388780663194
1129,-170.42388780663194
1130,-170.42388780663194
1131,-170.42388780663194
1132,-170.42388780663194
1133,-170.42388780663194
1134,-170.42388780663194
1135,-170.42388780663194
1136,-170.42388780663194
1137,-170.42388780663194
1138,-170.42388780663194
1139,-170.42388780663194
1140,-170.42388780663194
1141,-170.42388780663194
1142,-170.42388780663194
1143,-170.42388780663194
1144,-170.42388780663194
1145,-170.42388780663194
1146,-170.42388780663194
1147,-170.42388780663194
1148,-170.42388780663194
1149,-170.42388780663194
1150,-170.42388780663194
1151,-170.42388780663194
1152,-170.42388780663194
1153,-170.42388780663194
1154,-170.42388780663194
1155,-170.42388780663194
1156,-170.42388780663194
1157,-170.42388780663194
1158,-170.42388780663194
1159,-170.42388780663194
1160,-170.42388780663194
1161,-170.42388780663194
1162,-170.42388780663194
1163,-170.42388780663194
1164,-170.42388780663194
1165,-170.42388780663194
1166,-170.42388780663194
1167,-170.42388780663194
1168,-170.42388780663194
1169,-170.42388780663194
1170,-170.42388780663194
1171,-170.42388780663194
1172,-170.42388780663194
1173,-170.42388780663194
1174,-170.42388780663194
1175,-170.42388780663194
1176,-170.42388780663194
1177,-170.42388780663194
1178,-170.42388780663194
1179,-170.42388780663194
1180,-170.42388780663194
1181,-198.3320067596175
1182,-198.3320067596175
1183,-198.3320067596175
1184,-198.3320067596175
1185,-198.3320067596175
1186,-198.3320067596175
1187,-198.3320067596175
1188,-198.3320067596175
1189,-198.3320067596175
1190,-198.3320067596175
1191,-198.3320067596175
1192,-198.3320067596175
1193,-198.3320067596175
1194,-198.3320067596175
1195,-198.3320067596175
1196,-198.3320067596175
1197,-198.3320067596175
1198,-198.3320067596175
1199,-198.3320067596175
1200,-198.3320067596175
1201,-198.3320067596175
1202,-198.3320067596175
1203,-198.3320067596175
1204,-198.3320067596175
1205,-198.3320067596175
1206,-198.3320067596175
1207,-198.3320067596175
1208,-198.3320067596175
1209,-198.3320067596175
1210,-198.3320067596175
1211,-198.3320067596175
1212,-198.3320067596175
1213,-198.3320067596175
1214,-198.3320067596175
1215,-198.3320067596175
1216,-198.3320067596175
1217,-198.3320067596175
1218,-198.3320067596175
1219,-198.3320067596175
1220,-198.3320067596175
1221,-198.3320067596175
1222,-198.3320067596175
1223,-198.3320067596175
1224,-198.3320067596175
1225,-198.3320067596175
1226,-198.3320067596175
1227,-198.3320067596175
1228,-198.3320067596175
1229,-198.3320067596175
1230,-198.3320067596175
1231,-198.3320067596175
1232,-198.3320067596175
1233,-198.3320067596175
1234,-198.3320067596175
1235,-198.3320067596175
1236,-198.3320067596175
1237,-198.3320067596175
1238,-198.3320067596175
1239,-198.3320067596175
1240,-198.3320067596175
1241,-198.3320067596175
1242,-198.3320067596175
1243,-198.3320067596175
1244,-198.3320067596175
1245,-198.3320067596175
1246,-198.3320067596175
1247,-198.3320067596175
1248,-198.3320067596175
1249,-198.3320067596175
1250,-198.3320067596175
1251,-198.3320067596175
1252,-198.3320067596175
1253,-198.3320067596175
1254,-198.3320067596175
1255,-198.3320067596175
1256,-198.3320067596175
1257,-198.3320067596175
1258,-198.3320067596175
1259,-198.3320067596175
1260,-198.3320067596175
1261,-198.3320067596175
1262,-198.3320067596175
1263,-198.3320067596175
1264,-198.3320067596175
1265,-198.3320067596175
1266,-198.3320067596175
1267,-198.3320067596175
1268,-198.3320067596175
1269,-198.3320067596175
